sun|太阳
subdermal|[医] 皮下的
swelt|使热得难受, 使热得喘不过气来
sagaman|萨迦叙述者
sphyrna|[医]双髻鲨
striping|条纹（图案）
soothsayers|(soothsayer 的复数) n. 预言者, 占卜者, 预测未来者, 螳螂
sapotaceae|[医] 山榄科
saithe|[单复同]n.=pollack
stomper|节奏强的摇滚乐曲
sabellianism|形态论
scoriaceous|铁渣的
sensu|[日]扇子, 日本的绘画摺扇
sprayey|似飞沫的, 溅起飞沫的, 带飞沫的, 有小枝的
stipular|托叶的, 有托叶的, 生在托叶上的
sermonizes|说教, 讲大道理( sermonize的第三人称单数 )
sedating|使昏昏入睡, 使镇静( sedate的现在分词 )
scragging|绞死, 扭住…脖子( scrag的现在分词 )
seeming|表面上的
shibboleth|暗语, 暗号, 口令, 口号, 行话, 术语, 习俗, 习惯, 陈词滥调, 过时的信仰
scolytidae|[网络] 小蠹科；小蠹虫科；鞘翅目小蠹科
subbasement|地下第二层
sebolith|[医] 皮脂石
sheeted|片状的
strawboard|硬纸板
seamer|缝纫机[工]
slowcoach|迟钝的人, 慢性子的人, 落后于时代的人
shim|填片, 万能开锁片
soaped|抹肥皂（soap的过去式与过去分词形式）
showcases|（商店或博物馆等的）玻璃柜台, 玻璃陈列柜( showcase的复数形式 ); 展示（本领、才华或优良品质）的场合
sacrectomy|[医] 骶骨切除术
smuggled|偷运( smuggle的过去式和过去分词 ); 私运; 走私; 不按规章地偷带（人或物）
silker|玉米去须机
straitening|限制；使…穷困；使…为难
slashing|猛烈的, 苛刻的, 鲜明的, 猛砍的
scrupulist|微量；顾虑；踌躇 (scruple的变形)
scrubbable|scrub的（擦洗, 擦净；用力擦净）变形
smuggles|偷运( smuggle的第三人称单数 ); 私运; 走私; 不按规章地偷带（人或物）
stanine|9级记分(评分制)
solander|索兰德盒(一种放文件、标本等的书状盒)
snaggled|(snaggle 的过去时)  繁杂（或混乱）的事物
smilingness|smiling的变形
scaphiopus|[网络] 锄足蟾属；掘足蟾属
showgirls|歌舞女郎, 广告女郎( showgirl的复数形式 )
sclerotized|硬化的
succeeded|成功；继承（succeed过去分词）
sequaciously|sequacious的变形
scrutinised|(scrutinise 的过去分词) vt.vi. 细看, 仔细检查, 审查, 细阅
streel|<爱尔兰>闲荡, 游逛; 飘垂
swags|摇晃( swag的名词复数 ); 水潭; 赃物; 珍贵物
sphygmoid|脉搏样的
skelper|焊管成形机; 焊接管拉制机
subphyla|（动植物）亚门( subphylum的名词复数 )；[医]（单subphylum）亚门
sprockets|链轮齿( sprocket的复数形式 )
soothsays|预言（soothsay的第三人称单数形式）
sweathouse|发汗室
slovenry|<古>邋遢, 马虎, 懒散, 凌乱
stibnite|辉锑矿
smothered|（使）窒息, （使）透不过气( smother的过去式和过去分词 ); 覆盖; 忍住; 抑制
subducting|(subduct 的现在分词) vt. 减去, 拿掉
sweetie|情人, 爱人, 甜食
stockman|牧场主, 牧场工人, 饲养员, 仓库管理员
subjacency|基座[层]
seamless|无缝的, 无缝合线的
subcarbonate|[化] 碱式碳酸盐
stricker|[人名] 斯特里克
scolophore|[昆]具橛神经胞
sodamide|=sodium amide [缩合]
silverworker|[网络] 决定要再以银发族事奉者
sthenia|强壮, 有力
saccharized|使糖化, 使转化为糖
sal|婆罗双树, 盐
subcaliber|次口径的
streakiest|有斑点的, 有条纹的, 容易变的( streaky的最高级 )
snappers|(snapper 的复数) n. 咬人的狗, 厉声说话的人, 揿钮
striver|奋斗者
shrived|shrive的过去式和过去分词
speediness|快速, 迅速
sifaka|[动]马达加斯加狐猴
scintilla|火花, 闪烁, 微量
stye|睑腺炎, 麦粒种
serigraph|绢网印花
sphinxlike|像斯芬克斯一样的, 神秘的
snootier|<口>高傲自大的, 媚上傲下的( snooty的比较级 )
subcultural|[医]亚文化
screwier|扭曲的；螺旋形的；古怪的；疯颠的 (screwy的变形)
spondulicks|金钱
septicemia|败血病, 败血症
spoofer|哄骗者, 幽默讽刺诗文的作者
suppletive|[语]adj.异干互补的,替补的
scalds|（沸水或蒸汽造成的）烫伤( scald的名词复数 )
shod|shoe的过去式和过去分词
spigots|(spigot 的复数) n. 栓, 嘴, 龙头, (管子的)插端
stutters|结结巴巴地说( stutter的第三人称单数 ); 不顺畅的工作, 时断时续地移动
solidness|坚硬, 厚重
saucerize|[医]对( 伤口)施碟形手术
successors|接替的人或事物, 继任者, 继承人( successor的复数形式 )
sacrarium|(古罗马)神龛
sciuridae|松鼠科
servitors|(servitor 的复数) n. 仆人, 跟班, 工读生
semiopal|半蛋白石
subtleties|细微( subtlety的名词复数 ); 精细; 巧妙; 细微的差别等
sciadopitys|[网络] 日本金松；金松属；日本金松属
shabbiness|衣衫褴褛, 吝啬, 卑鄙
syndactyle|并趾的, 并指的
skilling|斯吉林(斯堪的纳维亚旧铜币和货币单位)
scouted|寻找, 侦察( scout的过去式和过去分词 ); 物色（优秀运动员、演员、音乐家等）
soporific|催眠的, 想睡的, 令人麻木不仁的
salinas|萨利纳斯（波多黎各山脉）
slipknot|活结
sallowish|带灰黄色的
skiascopy|[医](眼底)检影(法),视网膜镜检查,X线透视检查
shoal|浅水, 浅滩, 沙洲, 鱼群, 暗礁, 潜在危险
siltation|沉积作用, 淤积
sinarchism|墨西哥国粹主义
satirized|讽刺, 讥讽( satirize的过去式和过去分词 )
sagittary|弓箭手
sublation|否认, 消除
sermonise|, vi. [英国英语] = sermonize
spaciously|广大地；宽敞地
silicular|[植]似短角果的,短角果形的
surucucu|[医]丛林王：一种南美热带大毒蛇。同bushmaster及Lachesis muta
staleness|泄气, 腐败, 陈腐
strangulate|绞死, 勒杀, 使窒息, 绞窄(血管等)
syllepsis|一语双叙法, 兼用法
shelterwood|庇护木
sloyd|(瑞典式的)工艺教育
scything|（长柄）大镰刀( scythe的现在分词 )
squill|[动]虾蛄, 螳螂虾
streaker|(1970年代出现的)裸跑者
spangly|（衣服）装饰着小亮片的
scapigerous|[植]有茎无叶的
shrinking|[医] 皱缩
sneakiest|鬼祟的, 卑鄙的( sneaky的最高级 )
savanna|热带草原
sahuaro|仙人掌之一种
siphonopore|管孔
solacement|安慰；慰藉；安慰之物 (solace的变形)
sandpapers|用砂纸磨光（某物）( sandpaper的第三人称单数 )
sonatine|小奏鸣曲( sonatina的名词复数 )
swordsman|剑术家, 剑客, 武士
setscrew|定位螺钉
scornfully|鄙视地, 轻蔑地
scatterer|分散者, 散射体, 撒播者
scient|有知识的；有技巧的
stuccoed|用拉毛粉饰法粉饰( stucco的过去式和过去分词 )
standers|(stander 的复数)  采伐残留木
salivant|催涎的
silverwork|银制工艺品
squaccos|squacco的变形
sergeanty|服役土地占有权
seminoma|[医]精原细胞瘤
secularized|使凡俗化, 使还俗, 改作俗用( secularize的过去式和过去分词 )
snell|系钩线
spellful|spell的变形
sessional|开会的, 开庭的, 会期的
sterned|【天文学】船尾(星)座
shorted|short circuited 电路短路
showering|下阵雨( shower的现在分词 ); 似阵雨般降落; 洒落; 纷纷降落
stegomyia|[动]埃及伊蚊
stylidium|柱体
synergic|协作的, 协同的
salons|<法>（营业性质的）店( salon的复数形式 ); 厅; 沙龙（旧时在上流社会女主人家的例行聚会或聚会场所）; （大宅中的）客厅
succors|<古, 正>救助, 帮助（尤指需要时）( succor的名词复数 )
sexagenary|六十的, 六十到六十九岁的
sniffy|傲慢的, 轻蔑的, 微臭的
sophist|诡辩者, 诡辨家, 学者
scrotiform|囊状的
systemized|组织起来, 系统化( systemize的过去式和过去分词 )
skittish|易惊的, 轻佻的, 三心二意的, 不可靠的, 羞怯的, 活泼的, 爱蹦跳的, 活跃的
stonecrop|景天
sulphureous|硫的, 含硫的, 硫黄的
stypticin|止血素, 盐酸可他宁
stupidness|stupid（头脑糊涂的, 傻的, 笨的, 迟钝的；笨蛋, 傻瓜）的变形
spuddy|矮胖的, 短而粗的
satisfies|满足因素
silybum|[医]水飞蓟属
stereoscopic|体视镜的
stateable|state的变形
signore|夫人,太太(指已婚女子)
stummel|烟斗的斗和柄
sweepage|拂掠, 扫掠
skydove|跳伞运动员在降落伞张开前做空中造型动作( skydive的过去式 )
squills|(squill 的第三人称 -s形式) [动]虾蛄, 螳螂虾
shivas|希弗斯
satiate|使饱足, 使厌腻, 充分满足
shucker|剥壳机, 剥壳器, 剥玉米穗苞叶机
slitlike|[医]裂缝样的
salpidae|[网络] 纽鳃樽科
squishing|压扁, 压烂, 咯吱吱地走( squish的现在分词 )
snowscape|雪景
sublanguages|(sublanguage 的第三人称 -s形式) [计] 子语言
skelly|[人名] [爱尔兰姓氏] 斯凯利 Scully的变体
skis|滑雪板( ski的名词复数 )
sylvas|森林里的树木，森林，森林志( sylva的名词复数 )
supercharges|对…增压( supercharge的第三人称单数 )
saponifies|使皂化( saponify的第三人称单数 )
swellest|最膨胀的（swell的最高级）
skyjacks|劫机( skyjack的第三人称单数 )
stargazed|眺望星星, 空想, 凝视( stargaze的过去分词 )
sodalities|联谊会( sodality的名词复数 )
steerability|[计] 可操纵性
semimatt|半无光的
strategist|战略家
stellarator|[等离子] 仿星器
streaky|有条纹的, 有斑点的, 容易变的
safar|回历2月
subcabinet|非正式顾问团
scheherazade|谢赫拉莎德（《天方夜谭》中的苏丹新娘）
sylvicoline|树鹧鸪
soothingly|抚慰地, 安慰地; 镇痛地
smoothing|[计] 修匀, 平滑, 使平滑
swarding|草地；草皮
stokesite|硅钙钖石
simoleon|一元
slobbish|slob的变形
sprigger|用无头钉钉鞋的机器
salaamed|行额手礼( salaam的过去式和过去分词 )
schistous|片岩的, 片岩质的, 片岩状的, 片岩构成的
scrobicula|[生]小蜂窠状, 小网眼, 小凹
spurrey|[植]大爪草属植物,尤指产于北美洲的大爪草
scantest|scant（不足的）的最高级形式
souffle|杂音
squamata|有鳞目
swales|斯韦尔斯（姓氏）
showcased|(showcase 的过去分词) n. 陈列橱
stinking|发恶臭的, 非常讨厌的, 烂醉如泥的
sinologue|汉学家, 研究中国问题专家
skewers|串肉扦( skewer的复数形式 ); 烤肉扦; 棒
stillman|(Stillman)人名；(英、芬、瑞典)斯蒂尔曼
shrewder|精明的( shrewd的比较级 ); 敏锐的; 有眼光的; 精于盘算的
sluggishness|不振, 萧条, 呆滞; 惰性; 滞性; 惯性
scabbier|结痂的；卑劣的；脏兮兮的 (scabby的变形)
similize|用明喻法
stereometry|体积测定, 求积法
starkest|（指区别）明显的( stark的最高级 ); 完全的; 了无修饰的; 僵硬的
subpartition|辅助分区
stoved|煨炖的；文火煮的
sulfonated|[化] 磺化的
spinny|<英>灌木林, 矮林
slurred|含糊地说出( slur的过去式和过去分词 ); 含糊地发…的声; 侮辱; 连唱
synapte|[宗](希腊正教会的) 连祷
spiling|[集合词]木桩, 木材, 桩材
superspecies|超种
stridulate|发出刺耳叫声
sinistrality|左, 左旋
shent|受羞辱的, 受非难的, 被叱责的
swoony|[口语]；致人昏厥的, 令人昏倒的
shipyards|船坞( shipyard的复数形式 )
squamulae|小鳞；翅瓣, 翅基片 (squamula的变形)
shoetree|鞋楦
summonses|传票( summons的名词复数 )
sturnella|[网络] 草地鹨属
spermogone|精子器, 性孢子器, [植]游动精子
stockholders|股东（stockholder的复数）
swash|飞溅, 溅泼, 恐吓
shakti|夏克提（性力女神）；性力（女性生殖器官）；生命力（等于Sakti）
stravaig|游荡；徘徊；漫步
stools|凳子；托架（stool的复数）
scimiter|弯刀,半月形刀,单刃刀,曲剑
shafts|轴( shaft的名词复数 ); （箭、高尔夫球棒等的）杆; 通风井; 一阵（疼痛、害怕等）
snapshots|（快照）照片( snapshot的复数形式 ); 简介, 简要说明
spiritous|高尚的, 纯粹的
scattier|愚蠢的；疯狂的；低能的 (scatty的变形)
scolopacidae|[网络] 鹬科；丘鹬科；鹬类
suu|Staats and Universittsbibliothek (German=State and University Library) （德语）国家大学图书馆
spilehole|小气孔
sanicle|变豆菜
slaphappier|slaphappy（头晕目眩的, 傻乎乎的）的变形
spangler|斯潘格勒（男子名）
syncretistic|融合的
serosa|[动]浆膜, 绒(毛)膜
scrofuloderm|[医] 皮肤瘰疬, 皮肤结核
shylock|(喻)敲诈勒索的放债者, 冷酷无情的商人, 冷酷无情的人, 夏洛克
sumi|<日> n.(书法和绘画用的)烟灰墨(块)
sheeplike|绵羊般的,温顺的
sanguineous|血的, 血红色的, 多血质的
scolded|责骂, 斥责( scold的过去式和过去分词 )
sitosterol|[化]谷甾醇
stabile|[医] 稳定的, 安定的
segregated|被分离的, 被隔离的, 实行种族隔离政策的, 偏析的
saururus|[网络] 三白草属
sforzato|加强的
strychnos|[植]马钱子
snickersnee|短刀
sanitize|对...采取卫生措施, 消毒, 使无害
scuffs|使磨损( scuff的第三人称单数 ); 拖着脚走
slimmest|细长的( slim的最高级 ); 微小的; 苗条的; 微薄的
staphyloma|[医]葡萄肿
squeakier|发轧声的；吱吱响的 (squeaky的变形)
sympathizers|同情者( sympathizer的复数形式 ); 同意者; 支持者
stairwell|楼梯井
snuck|<方>sneak的过去式和过去分词
succored|给予帮助( succor的过去式和过去分词 )
stephanite|脆银矿
symbion|[生]共生生物, 共生体( 尤指其中较小的一个)
supercity|超级城市, 特大城市
secretaries|秘书( secretary的名词复数 ); [英]大臣; （政府机关等的） 秘书官; [印刷]草书体大号铅字
sitz|坐
screaming|发出尖叫声的, 极滑稽的, 惊人的
shih|(Shih)人名；(东南亚国家华语)施
sodwork|草皮建筑物(如草皮护墙)
sunfall|日落, 日落时分
semiangle|半角
stizolobium|[网络] 藤豆属；黎豆属；虎爪豆
shashlik|烤肉串
supercilia|[医] 眉
stencils|蜡纸( stencil的名词复数 ); （有图案或文字的）模板; 刻蜡纸者; 用模板印出的文字或图案
sandblasts|喷沙( sandblast的第三人称单数 )
standardized|标准化的；标准的；定型的
steeps|浸, 泡( steep的第三人称单数 )
squalors|(squalor 的复数) n. 肮脏, 贫穷, 不干净
sellar|[医]蝶鞍的
seductress|[法] 具有勾引力的女人, 勾引男性的女人
spadeful|一满铲
secund|偏向一方的, 只有一边的, 只生在一边的, 侧的
slews|许多, 大量( slew的复数形式 )
splodge|污点
spillways|(spillway 的复数) n. 溢洪道, 泄洪道
superheated|使过热( superheat的过去式和过去分词 )
surmised|臆测, 推断( surmise的过去式和过去分词 ); 揣测; 猜想
showshop|剧院, 把商品公开展览的商店
saplessness|sapless的变形
superliner|超级客轮
seder|逾越节家宴
scorcher|大热天
succentor|(唱诗班)副指挥, (唱诗班)副领唱
subhealth|不完全健康的状况
sunnite|逊尼派(伊斯兰教徒的一派)
shoppish|shop的变形
silphidae|埋葬虫科
symbolizes|象征, 作为…的象征( symbolize的第三人称单数 )
selectable|[计] 可选择的
skilletfish|[医]瘤突喉盘鱼
sonorously|圆润低沉地; 感人地; 堂皇地; 朗朗地
straighted|直的；连续的；笔直的；正直的；整齐的
stinkiest|(stinky 的最高级) adj. 发恶臭的
squatly|蹲着地（squat的变体）
sleaziest|肮脏的, 污秽的, 破烂的( sleazy的最高级 )
simmers|炖, 慢煮( simmer的第三人称单数 ); 充满势将爆发的（怒气等）
stagnation|淤塞, 停滞
sparry|晶石的, 像晶石的
sceneshifter|置景工
solvents|<化>溶剂( solvent的复数形式 )
spooler|络纱机, 筒子车, 绕卷轴工人, 绕筒子工人
saponarin|皂草苷
somnus|[罗神]索莫纳斯(睡眠之神)
sidelining|侧[边]内衬
strychnia|<罕> = strychnine
semivitreous|半玻璃化的
satisfyingly|使人满意地
suss|&vt. （常与out连用）推测; 推断; 调查; 调查发现
stereotomic|stereotomy的变形
superminis|超级小型（电子）计算机, 超级小型电脑( supermini的名词复数 )
smuggling|走私
shilluk|希鲁克人(苏丹的尼罗特人)
sweetest|最甜蜜的
subform|从属形式, 派生形式
seamanlike|海员般的,熟练水手似的
spongoid|海绵状的
sicklepod|[网络] 镰果灯心草豆
stencilled|用模板印（文字或图案）( stencil的过去式和过去分词 )
situp|仰卧起坐
squatness|squat的变形
soiling|弄脏, 污辱( soil的现在分词 ); 喂青饲料
spooking|[计] 假脱机的
shavie|<苏格兰>恶作剧
spiropentane|螺戊烷
sculk|偷偷隐躲, 偷懒
shofar|羊角号
salmonidae|鲑科
sipid|滋味好的；味道香的; 怡人的, 惹人喜欢的
stewbum|酒鬼
stuffing|填塞物, 填料
sauroid|& adj.蜥鱼亚目的鱼(的)
sortied|出击, 突击( sortie的过去式和过去分词 )；到陌生或环境不亲切的地方的短暂旅行
seroenzyme|血清酶
spherosome|[生]圆球体
sueding|仿皮起绒工艺
spenglerian|(德国哲学家)施本格勒理论的
staminody|[植](除雄蕊以外花的器官的)变成雄蕊
swaddles|束缚, 用襁褓包( swaddle的第三人称单数 )
