phone|手机
preparer|调制机
practises|练习( practise的第三人称单数 ); 实习; 积极从事; 执业
propitiously|吉祥地；顺利地
pathos|伤感力, 感伤, 悲怅, 同情, 偶然因素, 哀婉动人的词句
pentyl|[化]戊(烷)基
prosy|散文的, 散文体的, 无趣味的
polyadenous|[医] 多腺的
percenter|(与基数词连用)百分之…的事物；百分之…的可能性；有百分之…可能的局面
polycyesis|[医]多胎妊娠
paganish|异教的, 信奉异教的
pectorales|胸肌
protracts|<贬>延长, 拖延（某事物）( protract的第三人称单数 )
perijove|[天]近木星点
polyspermic|[动]多精入卵的,多精受精的
prosperities|(prosperity 的复数) n. 繁荣, 茂盛, 成功
phosphatemia|[医] 磷酸盐血
pododerm|[医] 蹄部真皮
pieprint|苘麻
progne|[网络] 柏乐妮
perjurers|(perjurer 的复数) n. 伪誓者, 伪证者
paludose|(动物或植物)沼地生的
purbeck|波倍克(英国 Dorset 州的半岛)
pappi|pappus的复数
pied|斑驳的, 杂色的, 穿花衣服的
predental|牙科学预科的
plaguesome|讨厌的, 瘟疫的, 麻烦的
planchette|占卜写板(搞迷信活动用的一种道具)
parotic|[解]耳旁的
palatonasal|[医] 腭鼻的
playlet|短剧, 小戏
prevalency|流行
prominency|突起, 太阳周边之红焰
pindaric|Pindar 的
pericytial|[医] 细胞周的
procreation|生产, 生殖
pitressin|(=β-hypophamine, vasopressin) 加压素, 抗利尿激素, 后叶加(血)压素
precatory|恳切的, 恳求的
parfocalize|parfocal的变形
patellula|[医]小杯陷
polarizes|使分化为不同的看法( polarize的名词复数 )
popularism|[网络] 民粹主义；大众主义；民众主义
paphian|(塞浦路斯西南部古城)帕福斯的(的), 帕福斯城人
pettifogged|讲歪理, 诡辩, 做讼棍( pettifog的过去式和过去分词 )
preregister|预寄存器
postglacial|冰河期后的
perturbs|使（某人）烦恼, 不安( perturb的第三人称单数 )
praline|干果糖
pachyhemia|[医] 血液浓缩
paraplastic|[医] 异常增生的
peptotoxine|[化] 腐蛋白毒碱
pieman|做馅饼的人, 卖馅饼的人
pigeonholing|把…搁在分类架上( pigeonhole的现在分词 ); 把…留在记忆中; 缓办; 把…隔成小格
papillomas|(papilloma 的复数) [医] 乳头[状]瘤
plaga|[动]纹,斑点
peacekeeping|[法] 维护和平的, 执行停火协定的
polypodium|[医] 水龙骨属
patine|(=paten)祭碟,使生绿锈
passgang|(速度滑雪)节奏步
prodromous|前驱的
pinedrops|[植物]石南科植物 (Pterospora andromedea); 美国山毛榉寄生
pliantly|易曲地;柔软地;柔顺地
phraseman|空谈的人, 爱用华丽词句的人
protrusions|伸出, 突出( protrusion的复数形式 )
polypite|[动](苔藓虫等的)个虫,虫体
porcellanous|瓷器(似)的
porphyrite|[地质]玢岩, 微闪长岩
phagosome|[生]吞噬小体, 吞噬体
petits|细小的；次要的；没价值的
pickpurse|荠菜
preadapted|[生]预适应(性)的
pacificism|和平主义, 反战言论
pewholder|教堂座位出租人(或所有人)
pterothorax|翅胸节
pennine|=penninite , Chain,Pennines[`penaInz]奔宁山脉[英国英格兰北部]
piking|(pike 的现在分词) n. 长矛, 尖头, (体操)屈体, 流浪者, 狗鱼, 通行费
pinging|震性
puppetmaster|傀儡师
postsystolic|收缩期后的
paraded|（使）集合接受检阅( parade的过去式和过去分词 ); 游行, 列队行进; 展示, 炫耀
photology|[物]光学
porcate|有脊的
puling|呜咽的,哀鸣的,哀诉的
prefecture|地方长官的职位(或辖区), 县
paracone|[动]上前尖
probands|(proband 的复数) n.(家系研究中尤指遗传疾病的家属史研究中的) 渊源者,先证者,基人
penumbral|日月半影的, 界限不明的
pleurosteon|幼鸟胸骨的前侧部分
phenacaine|[药]芬那卡因(一种局部麻醉药, 尤用于眼科)
puttier|使用油灰者
pedagogues|教师, 卖弄学问的教师( pedagogue的复数形式 )
presentive|直接表达概念的, 直接表示的, 直示的
perdurable|永久的, 耐久的, 永恒的
pussyfooted|偷偷走路, 轻轻地走, 谨慎行事( pussyfoot的过去式和过去分词 )
popping|间歇的；凸出的
parson|教区牧师
pollsters|民意调查（分析）者( pollster的复数形式 )
prodded|刺, 戳( prod的过去式和过去分词 ); 刺激; 促使; （用手指或尖物）戳
polypod|多足的
parenthesize|将...加上圆括号, 加插入语于
plop|扑通声, 掉下
pouce|[纺]亚麻屑
pias|piaster 比索（埃及，西班牙，墨西哥的硬币单位）
pressurized|加压的；受压的
postcephalic|后头的
pater|父亲
pantamorphic|[医] 全畸形的, 无形体的
protaspis|三叶虫幼虫期
pukeko|<澳新>[鸟]紫水鸡
polemized|辩论, 争论( polemize的过去式和过去分词 )
pathomimesis|[医] 疾病模枋, 模仿病
patand|地槛, 底木
pittsburgher|匹兹堡市民
preforming|预成型, 压片
proctodaeum|[动]肛道
prongs|尖头叉子；岩心采取器的弹簧（prong的复数）
perusal|熟读, 精读, 细读
preinduction|征召入伍前的
palliasse|草荐
pua|[地名] [泰国] 磨县
perineuritis|[医]神经束膜炎
pyramiding|证券市场进行投机时使用的金字塔式交易法；为了积累利润而连续投机；通过控股公司, 掌握少数股本而控制许多公司
pupillometry|[医] 瞳孔测量法
pomanders|(pomander 的复数) n. 香丸, 香盒
perversely|倔强地
practive|实践
perpend|慎重考虑, 深思
picocurie|[核]皮(可)居里,微微居里,百亿分之一居里
plattdeutsch|[语]低地德语(德国北部方言)
piccadilly|伦敦繁华的大街之一
portlight|舷窗
proteose|[化]朊间质, 
paralexic|[医] 阅读倒错的
pulleys|滑轮（组）, 滑车( pulley的名词复数 ); 皮带轮
primordially|原始地, 最初地
premie|<美口>(尤指体重在5.5磅以下的)早产儿
pyranose|[生化]吡喃糖
peds|pediatrics 小儿科
pyres|大堆可燃物, （尤指火葬用的）柴堆( pyre的复数形式 )
physicality|肉体性
phonotypist|表音速记法的鼓吹者；phonotypy的变形
purls|潺潺地声；漩涡；流苏
pinguecula|[解]结膜黄斑
photodiode|光电二极管
pluses|加号( plus的复数形式 ); [数学]正量; 好处; 附加物
presumptuous|放肆的, 冒昧的, 傲慢的
photoinduced|光致的, 光诱导的, 光感生的, 光感应的
preseason|活跃季节前的,旺季前的
pincette|小钳子, 小镊子
protogynous|雌蕊先熟的
potence|力量, 权力, 效力
prudy|[地名] [俄罗斯] 普鲁德
pyrosphere|火圈
predoom|[古]命中注定, 预先判处
pishu|[医]脾俞
pellicle|薄皮, 薄膜, 分光薄膜
plesiosaur|蛇颈龙
plumate|[动]似羽毛的, 具羽毛的
praetorium|帐幕, 帐篷
peristalith|[考古](陵墓等周围的)石柱圈
parceled|分, 区分（parcel的过去式与过去分词形式）
poultries|(poultry 的复数) n. 家禽
polygraphy|[医]生理记录法, 多道描记法
penally|与刑罚有关地; 用刑罚, 刑事上
plumbean|铅, 正铅
prostitutes|卖淫者, 妓女, 男妓( prostitute的名词复数 )
parten|[医]对乙酰氨基酚制剂<镇痛药>; [人名] 帕滕
pseudorabies|[医]狂犬病恐怖症(其症侯类似狂犬症), 伪狂犬病
prepeduncle|[医] 小脑前脚(上脚)
promuscis|伸喙, 喙
periphrases|拐弯抹角的说法, 迂回曲折的词句( periphrasis的名词复数 )
plenary|充分的, 完全的, 全体出席的
peritenon|[医] 腱鞘
polymely|多肢畸形
pedestaled|基架, 基座；基础
pulverable|能研成粉末的
provisioner|粮食供应者
prec|precedence 优先; precedent 在前的; precision 精确; preceding 前面的
pumicate|浮石
phentolamine|[药]芬妥胺,酚妥拉明(一种肾上腺素阻滞剂,用于诊断嗜铬细胞瘤引起的高血压)
pinipicrin|松叶苦素
parasitology|寄生物学, 寄生虫学
pseudograph|冒名作品, 伪作, 伪笔, 伪经
piscation|捕鱼, 打鱼
pangwe|(非洲的)芳族,芳(族)人
pawk|<英>诡计,诈术
pineweed|[网络] pin
psychism|[医] 心灵论(一种唯心的学说)
preclival|[医] [小脑]斜坡前的
pedicab|(人力)三轮车
photostat|直接复印照片, 直接复印机
pedetidae|跳兔科
ploration|流泪
phenozygous|[医] 突颧的
plutocracies|富豪统治, 财阀统治( plutocracy的复数形式 ); 富豪[财阀]统治集团, 富豪, 财阀
peltry|生皮, 毛皮类
profusive|慷慨的, 丰富的,大量的
palatium|(尤指古罗马皇帝的)宫殿
prepositor|学生自治会主席, 级长
porters|门童( porter的复数形式 ); 搬运工人; （医院里护送病人的）护工; （尤指卧铺车厢的）列车服务员
peculate|挪用, 盗用, 侵吞
plainclothes|穿便衣的
peromedusae|囊水母部
predischarge|预放电
prepaying|预付, 先付( prepay的现在分词 ); 预付（邮资等）
pawnor|典出人, 当出人
pows|prisoners of war 战俘
parapodium|(某些环节动物的)疣足, ( 软体动物的)侧足
pericranitis|[医] 颅骨膜炎
postbulbar|[医] 球后的, 延髓后的, 十二指肠球部后的
prattlers|(prattler 的复数) n. 闲扯的人, 咿呀学语的小孩
pitchiness|pitchy的变形
perversities|(perversity 的复数) n. 乖僻, 倔强, 任性, 反常, 性变态
pestling|捣碎
pholiota|鳞伞属
prostitutor|卖身
priss|娇女孩(或女子), 娇气的人, 脂粉气的男子
pockmarked|有痘疮的
postpycnotic|[医] 固缩后的(指红细胞)
pausing|暂停；中止
planeness|[化] 平整度
paralyzed|瘫痪的；麻痹的
peakish|peak的变形
pacificate|安抚, 绥靖, 使镇静
premorse|[植]啮蚀状的
perceptibly|可知觉, 看得见, 显然地
phaeton|一种轻快的四轮马车
proctorrhea|[医] 肛液溢
plaguing|瘟疫；灾祸；麻烦；讨厌的人
pask|[人名] [英格兰人姓氏] 帕斯克绰号, 来源于中世纪英语, 含义是“复活节”(Easter)
paraleipsis|[语]假省笔法(故意省略重要部分而引人注意)
polyphagia|贪食性, 杂食性
paragonimus|[医] 并殖吸虫属
polony|猪肉香肠之一种
portrayed|画像( portray的过去式和过去分词 ); 描述; 描绘; 描画
proterandry|雄性先熟
prissiest|谨小慎微的( prissy的最高级 )；过分讲究的；拘谨的；刻板的
phenix|凤凰, 不死鸟, 绝代佳人(=phoenix)
periaxial|[医] 轴周的
pseudocumyl|2,3,5-三甲基苯基
pedobaptist|[宗]幼儿洗礼论者
phosphorism|慢性磷中毒
pricklier|(prickly 的比较级) a. 多刺的, 满是针刺的, 针刺般痛的
persephone|[希神]珀尔塞福涅（宙斯之女, 被冥王劫持娶作冥后）
policemen|pl. 警察
pitted|有凹痕的, 有麻点的, 去核的
pejoratively|轻蔑地
praecipe|[律]原令状(指法院要求被告做某事或为不做某事申述理由所发出的命令)
phalluses|阴茎, 阴蒂, 交接器原基（分化后则成为阴蒂或阴茎）( phallus的复数形式 )
pulls|拉( pull的第三人称单数 ); 扯; 拉过来; 划（船）
psilocin|[生化]二甲-4- 羟色胺( 一种致幻剂)
pasted|膏的（胶的；浆糊的）
pulpiness|纸浆质, 果肉状
pawnbroker|典当商, 当铺老板
panatrophy|[医]全身萎缩
panoche|[地名] [美国] 帕诺奇
prudhomme|[人名] 普鲁多姆
pulverise|vi. 使成粉末, 研磨, 把...压成粉末
pontic|[医]假牙
preventer|妨碍者, 妨碍物, 预防者
propagula|[医]繁殖体
postdating|填迟…的日期( postdate的现在分词 )
panhellenist|泛希腊主义 (Panhellenism的变形)
pilosine|毛果芸香素
punchayet|[网络] 打孔机
parity|同等, 同位, 平价, 奇偶性
potableness|饮料（常复数） (potable的变形)
pushcarts|手推车( pushcart的复数形式 )
propmen|小道具管理员( propman的名词复数 )
pannage|林地放猪, 林地放猪权, 养猪饲料
porky|猪肉的, 肥胖的
pororoca|河口高潮(南美亚马逊河)
playacting|做作, 演戏, 假装( playact的现在分词 )
periglacial|冰川周缘的
picquets|(picquet 的复数) [法] 哨兵, 步哨
protruded|（使某物）伸出, （使某物）突出( protrude的过去式和过去分词 )
pseudoptosis|[医] 假[性]睑下垂
paraboloidal|抛物面的, 抛物线体
phonically|phonic的变形
pendulation|[化] 摆动
pansinuitis|[医] 全窦炎
petrosphere|[医] 地壳
phymatosis|[医]肿块病
polylepidous|多鳞片的
physicists|物理学家( physicist的复数形式 )
perforative|穿孔的, 有穿孔力的
pickpockets|扒手( pickpocket的复数形式 )
pipey|[化] 管皱; 管皱皮革缺陷
prosperously|繁荣地, 幸运地
perfectively|与完成时有关, 关于完成时
plastify|(=plasticize)热塑化, 塑炼
pats|通讯系统状态分析（Performance Analysis of Telecommunication Systems）；优先活性追踪系统（priority activity tracking system）
pamprodactyl|[网络] 潘普罗米奇
pialyn|[医] 脂酶
promontory|岬, 海角
pipilo|[网络] 雀属于唧鵐属
perle|[医] 珠剂
physiatric|adj. physiatrics的变形
pediculosis|虱病
psychogenic|[医] 精神性的, 心理性的
precuneus|[医] 前叶楔
panoplied|全套披甲的, 全副武装的, 装饰漂亮的
predikant|荷兰新教的牧师
profaned|不敬( profane的过去式和过去分词 ); 亵渎, 玷污
pouched|有袋的
precipitates|（突如其来地）使发生( precipitate的第三人称单数 ); 促成; 猛然摔下; 使沉淀
parsiism|Parsee, Parsi的变形
professed|明言的, 专职的, 宣誓后入教的
paunched|腹；大肚子；胃
peepers|窥视者；私家侦探
parigenin|洋菝葜皂角苷配基
pedophilic|[医] 爱儿童的
prosogaster|(=prosogyrate)前圆的
pesticidal|杀虫的
pelvimetry|骨盆测量
peltae|pelta的变形
proptosis|前垂, 凸出, 脱出
phytography|[植]记述植物学,植物分类学
peddle|挑卖, 沿街叫卖, 游荡, 闲混
paresthesia|[医] 感觉异常
pituitaries|（脑）垂体( pituitary的复数形式 )
photoengrave|照相雕刻,光镂
painstaker|<废>勤恳的人,刻苦的人
pacaya|中美洲棕榈
plomb|[医] 充填, 填补
pretences|假装( pretence的复数形式 ); 作假; 自命; 自称
playboys|花花公子, 纨绔子弟( playboy的复数形式 )
purrone|[化] 优┷吨酮
popeyed|瞪大眼睛的, 眼球突出的
pariahdom|卑贱
parakeets|<动>长尾小鹦鹉( parakeet的复数形式 )
panache|羽饰, 夸示, 假威风, 炫耀
pinxter|<美方><古>= Whitsuntide
powerboat|机动艇
paired|成对的；配对的
pancreatitic|[医] 胰[腺]炎的
pericope|(从书中选出的)章节, 选段
personae|persona 的复数
peeper|窥视者, 嘀咕的人, (非正式)眼睛, (美)(非正式)私家侦探
pursuers|追赶者( pursuer的复数形式 ); 追捕者; 追求者; 从事者
pealike|豌豆般的, 艳丽呈蝶形的
porticos|柱廊, （有圆柱的）门廊( portico的名词复数 )
prankishly|prankish的变形
pipet|吸量管, 吸移管
petalage|[总称](一朵花的)花瓣
peenge|<主苏格兰>发怨言,抱怨,发牢骚
plasmoma|[医]浆细胞瘤
pithos|(古希腊用于盛酒、油或粮的)大口陶瓷坛
podzol|[地]灰壤,灰化土
pretium|[法] 价金, 价格, 销售价
percher|栖于树上的鸟, 处于高处的人(或物), (织物)检查工
paula|保拉（女子名）
plesiobiosis|异种共栖
presto|赶快, 转眼间, 立刻
pelecypodous|[网络] 小菜蛾
proctorize|代理, 代理诉讼
procreator|生殖者, 母体
pandanaceae|露兜树科
pyrrhonic|皮浪怀疑论的
pipeclay|（造烟管或皮革用的）白黏土, <喻>（军队对服装等的）严格要求
polonaises|(polonaise 的复数) n. 波兰式围裙, 波洛奈兹舞
patterned|被组成图案的
proliferant|[医]增生剂
poncelet|百千克米, 百公斤米
pise|捣实粘土
physicked|给…服药, 治愈( physic的过去式和过去分词 )
panmixia|随机交配, 随机交配群体
pourable|可倾倒的, 流动通畅的
plumelet|小羽毛, 小束羽毛, 小簇羽毛
photostated|直接复印机；直接复印照片
pettitoes|(尤指作为食品用的)猪脚, 猪蹄,(常指小孩的)脚趾,脚
pediluvium|[医] 足浴
palatoplasty|[医] 腭成形术
perfects|使熟练( perfect的第三人称单数 ); 使完全; 使…完美; 充分地指导（告诉）
parathormone|[生化]甲状旁腺(激)素
pantelegraph|传真电报
petechiate|[医]有瘀点的,有瘀斑的
popularizer|普及者, 推广者, 普及读物, 通俗读物
phosphated|[医] 含磷酸盐的
